Name,Team,Role,Batting Style,Bowling Style
Najmul Hossain Shanto,Bangladesh,Top order Batter,Left hand Bat,Right arm Offbreak
Nalin Wijesinghe,Sri Lanka,Batter,Right hand Bat,Right arm Fast medium
Naman Ojha,India,Wicketkeeper Batter,Right hand Bat,
Nantie Hayward,South Africa,Bowler,Right hand Bat,Right arm Fast
Naomi Stalenberg,Australia,Allrounder,Right hand Bat,Right arm Medium
Narendra Hirwani,India,Bowler,Right hand Bat,Legbreak Googly
Nari Contractor,India,Opening Batter,Left hand Bat,Right arm Medium
Narsingh Deonarine,West Indies,Batter,Left hand Bat,Right arm Offbreak
Naseem Shah,Pakistan,Bowler,Right hand Bat,Right arm Fast
Nashra Sandhu,Pakistan,Bowler,Right hand Bat,Slow Left arm Orthodox
Nasim-ul-Ghani,Pakistan,Bowler,Left hand Bat,"Left arm Medium, Slow Left arm Orthodox"
Nasir Hossain,Bangladesh,Allrounder,Right hand Bat,Right arm Offbreak
Nasir Jamal,Afghanistan,Middle order Batter,Right hand Bat,Legbreak Googly
Nasir Jamshed,Pakistan,Opening Batter,Left hand Bat,
Nasser Hussain,England,Top order Batter,Right hand Bat,Legbreak
Nasum Ahmed,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Nat Sciver-Brunt,England,Allrounder,Right hand Bat,Right arm Medium
Natasha McLean,West Indies,Top order Batter,Right hand Bat,
Nathan Astle,New Zealand,Opening Batter,Right hand Bat,Right arm Medium
Nathan Bracken,Australia,Bowler,Right hand Bat,Left arm Fast medium
Nathan Coulter-Nile,Australia,Bowling Allrounder,Right hand Bat,Right arm Fast
Nathan Ellis,Australia,Bowler,Right hand Bat,Right arm Fast medium
Nathan Hauritz,Australia,Bowler,Right hand Bat,Right arm Offbreak
Nathan Lyon,Australia,Bowler,Right hand Bat,Right arm Offbreak
Nathan McCullum,New Zealand,Bowler,Right hand Bat,Right arm Offbreak
Nathan McSweeney,Australia,Allrounder,Right hand Bat,Right arm Offbreak
Nathan Reardon,Australia,Middle order Batter,Left hand Bat,Right arm Medium
Natsai M'shangwe,Zimbabwe,Bowler,Right hand Bat,Legbreak
Nauman Anwar,Pakistan,Opening Batter,Right hand Bat,Right arm Medium fast
Naumanullah,Pakistan,Top order Batter,Right hand Bat,Right arm Offbreak
Navdeep Saini,India,Bowler,Right hand Bat,Right arm Fast
Naved-ul-Hasan,Pakistan,Bowler,Right hand Bat,Right arm Medium fast
Naved Yasin,Pakistan,Middle order Batter,Left hand Bat,Slow Left arm Orthodox
Naveed Obaid,Afghanistan,Top order Batter,Right hand Bat,
Naveen Fernando,Sri Lanka,Bowling Allrounder,Right hand Bat,Right arm Medium fast
Naveen-ul-Haq,Afghanistan,Bowler,Right hand Bat,Right arm Medium fast
Navindu Vithanage,Sri Lanka,Allrounder,Right hand Bat,
Navod Paranavithana,Sri Lanka,Opening Batter,Left hand Bat,Left arm Slow medium
Nawroz Mangal,Afghanistan,Top order Batter,Right hand Bat,Right arm Offbreak
Nayan Mongia,India,Wicketkeeper,Right hand Bat,
Nayeem Hasan,Bangladesh,Bowler,Right hand Bat,Right arm Offbreak
Nazimuddin,Bangladesh,Batter,Right hand Bat,Right arm Medium
Nazmul Hossain,Bangladesh,Bowler,Right hand Bat,Right arm Medium fast
Nazmul Hossain Milon,Bangladesh,Batter,Right hand Bat,Right arm Medium
Nazmul Islam,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Nazmus Sadat,Bangladesh,Batter,Left hand Bat,Slow Left arm Orthodox
Ned Leonard,England,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Nehal Wadhera,India,Top order Batter,Left hand Bat,Legbreak
Neil Broom,New Zealand,Middle order Batter,Right hand Bat,Right arm Medium
Neil Fairbrother,England,Middle order Batter,Left hand Bat,Left arm Medium
Neil Foster,England,Bowler,Right hand Bat,Right arm Fast medium
Neil Hawke,Australia,Bowler,Right hand Bat,Right arm Medium fast
Neil Johnson,Zimbabwe,Allrounder,Left hand Bat,Right arm Fast medium
Neil Killeen,England,Bowler,Right hand Bat,Right arm Medium fast
Neil McKenzie,South Africa,Opening Batter,Right hand Bat,Right arm Medium
Neil Rock,Ireland,Wicketkeeper Batter,Left hand Bat,
Neil Smith,England,Allrounder,Right hand Bat,Right arm Offbreak
Neil Wagner,New Zealand,Bowler,Left hand Bat,Left arm Medium fast
Nelon Pascal,West Indies,Bowler,Right hand Bat,Right arm Fast
Neville Madziva,Zimbabwe,Allrounder,Right hand Bat,Right arm Medium fast
Niall O'Brien,Ireland,Wicketkeeper Batter,Left hand Bat,
Nic Maddinson,Australia,Opening Batter,Left hand Bat,Slow Left arm Orthodox
Nic Pothas,South Africa,Wicketkeeper Batter,Right hand Bat,
Nicholas Pooran,West Indies,Wicketkeeper Batter,Left hand Bat,Right arm Offbreak
Nicholson Gordon,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Nick Buchanan,Australia,Bowler,Right hand Bat,Right arm Fast medium
Nick Compton,England,Opening Batter,Right hand Bat,Right arm Offbreak
Nick Kelly,New Zealand,Top order Batter,Left hand Bat,Slow Left arm Orthodox
Nick Knight,England,Opening Batter,Left hand Bat,Right arm Medium
Nicky Boje,South Africa,Bowler,Left hand Bat,Slow Left arm Orthodox
Nicola Carey,Australia,Bowler,Left hand Bat,Right arm Medium
Nicole Bolton,Australia,Opening Batter,Left hand Bat,Right arm Offbreak
Nida Dar,Pakistan,Bowling Allrounder,Right hand Bat,Right arm Offbreak
Nigar Sultana,Bangladesh,Wicketkeeper Batter,Right hand Bat,
Nigel Jones,Ireland,Allrounder,Right hand Bat,Right arm Medium
Nihaduzzaman,Bangladesh,Bowler,Right hand Bat,Slow Left arm Orthodox
Nijat Masood,Afghanistan,Bowler,Right hand Bat,Right arm Medium
Nikhil Chopra,India,Bowler,Right hand Bat,Right arm Offbreak
Nikita Miller,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Nilakshi de Silva,Sri Lanka,Middle order Batter,Right hand Bat,Right arm Slow medium
Nimesh Perera - jnr,Sri Lanka,Batter,Right hand Bat,Right arm Medium
Nimesh Perera - snr,Sri Lanka,Allrounder,Left hand Bat,Legbreak
Nimna Karunaratne,Sri Lanka,Allrounder,Right hand Bat,Right arm Offbreak
Nipun Malinga,Sri Lanka,Bowler,Left hand Bat,Right arm Fast medium
Niraj Patel,India,Allrounder,Left hand Bat,
Niranjana Nagarajan,India,Middle order Batter,Right hand Bat,Right arm Medium
Niroshan Dickwella,Sri Lanka,Wicketkeeper Batter,Left hand Bat,
Nisal Randika,Sri Lanka,Allrounder,Left hand Bat,Slow Left arm Orthodox
Nisar Wahdat,Afghanistan,Middle order Batter,Right hand Bat,Right arm Offbreak
Nisham Mazahir,Sri Lanka,Batter,Left hand Bat,Right arm Medium
Nishan Madushka,Sri Lanka,Wicketkeeper Batter,Right hand Bat,
Nishika de Silva,Sri Lanka,Allrounder,Right hand Bat,Right arm Fast medium
Nitish Rana,India,Middle order Batter,Left hand Bat,"Right arm Medium, Right arm Offbreak"
Nixon McLean,West Indies,Bowler,Left hand Bat,Right arm Fast
Njabulo Ncube,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Nkrumah Bonner,West Indies,Middle order Batter,Right hand Bat,Legbreak
Noman Ali,Pakistan,Bowler,Left hand Bat,Slow Left arm Orthodox
Nondumiso Shangase,South Africa,Batting Allrounder,Right hand Bat,Right arm Offbreak
Nonkululeko Mlaba,South Africa,Bowler,Right hand Bat,Slow Left arm Orthodox
Noor Ahmad,Afghanistan,Bowler,Right hand Bat,Left arm Wrist spin
Noor Ali Zadran,Afghanistan,Opening Batter,Right hand Bat,Right arm Medium fast
Noor-ul-Haq,Afghanistan,Middle order Batter,Right hand Bat,Legbreak
Norm O'Neill,Australia,Top order Batter,Right hand Bat,
Norman Cowans,England,Bowler,Right hand Bat,Right arm Fast
Numan Shah,Afghanistan,Wicketkeeper,Right hand Bat,
Nurul Hasan,Bangladesh,Wicketkeeper Batter,Right hand Bat,
Nuwan Kulasekara,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Nuwan Pradeep,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Nuwan Thushara,Sri Lanka,Bowler,Right hand Bat,Right arm Medium fast
Nuwan Zoysa,Sri Lanka,Bowler,Left hand Bat,Left arm Fast medium
Nuwanidu Fernando,Sri Lanka,Batter,Right hand Bat,Right arm Offbreak
Nuzhat Parween,India,Wicketkeeper,Right hand Bat,
Nuzhat Tasnia,Bangladesh,Wicketkeeper Batter,Right hand Bat,
Nyeem Young,West Indies,Bowler,Right hand Bat,Right arm Medium
Obed McCoy,West Indies,Bowler,Left hand Bat,Left arm Fast medium
Odean Smith,West Indies,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Odine Kirsten,South Africa,Allrounder,Right hand Bat,Right arm Medium
Oliver Davies,Australia,Top order Batter,Right hand Bat,Right arm Offbreak
Ollie Pope,England,Middle order Batter,Right hand Bat,
Ollie Robinson,England,Bowler,Right hand Bat,Right arm Medium fast
Ollie Robinson,England,Wicketkeeper Batter,Right hand Bat,
Olly Westbury,England,Batter,Right hand Bat,Right arm Offbreak
Omaima Sohail,Pakistan,Top order Batter,Right hand Bat,Right arm Offbreak
Omar Phillips,West Indies,Opening Batter,Left hand Bat,"Right arm Medium fast, Legbreak"
Omari Banks,West Indies,Allrounder,Right hand Bat,Right arm Offbreak
Onkar Gurav,India,Wicketkeeper,Right hand Bat,
Orla Prendergast,Ireland,Allrounder,Right hand Bat,"Right arm Medium fast, Right arm Medium"
Oshada Fernando,Sri Lanka,Top order Batter,Right hand Bat,Legbreak
Oshadi Ranasinghe,Sri Lanka,Bowling Allrounder,Left hand Bat,Right arm Offbreak
Oshane Thomas,West Indies,Bowler,Left hand Bat,Right arm Fast
Ottis Gibson,West Indies,Allrounder,Right hand Bat,Right arm Fast
Owais Shah,England,Batter,Right hand Bat,Right arm Offbreak
Pabasara Waduge,Sri Lanka,Opening Batter,Right hand Bat,Right arm Medium
Pankaj Jaswal,India,Bowler,Right hand Bat,Right arm Medium
Pankaj Roy,India,Opening Batter,Right hand Bat,Right arm Medium
Pankaj Singh,India,Bowler,Right hand Bat,Right arm Medium fast
Pankaj Yadav,India,Bowler,Right hand Bat,Legbreak Googly
Param Uppal,Australia,Allrounder,Right hand Bat,Right arm Offbreak
Parthiv Patel,India,Wicketkeeper Batter,Left hand Bat,Right arm Offbreak
Parvez Aziz,India,Opening Batter,Left hand Bat,Slow Left arm Orthodox
Parvez Hossain Emon,Bangladesh,Wicketkeeper Batter,Left hand Bat,
Parvez Rahman Jibon,Bangladesh,Bowler,Right hand Bat,Right arm Offbreak
Parvez Rasool,India,Bowling Allrounder,Right hand Bat,Right arm Offbreak
Parvinder Awana,India,Bowler,Right hand Bat,Right arm Medium
Pat Cummins,Australia,Bowler,Right hand Bat,Right arm Fast
Pat Symcox,South Africa,Allrounder,Right hand Bat,Right arm Offbreak
Pathum Nissanka,Sri Lanka,Top order Batter,Right hand Bat,
Patrick Browne,West Indies,Batter,Right hand Bat,
Patrick Patterson,West Indies,Bowler,Right hand Bat,Right arm Fast
Patrick Rowe,Australia,Wicketkeeper Batter,Right hand Bat,
Patterson Thompson,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Paul Adams,South Africa,Bowler,Right hand Bat,Left arm Wrist spin
Paul Collingwood,England,Allrounder,Right hand Bat,Right arm Medium
Paul Dixey,England,Wicketkeeper,Right hand Bat,
Paul Downton,England,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Paul Franks,England,Bowler,Left hand Bat,Right arm Fast medium
Paul Harris,South Africa,Bowler,Right hand Bat,Slow Left arm Orthodox
Paul Hutchison,England,Bowler,Left hand Bat,Left arm Fast medium
Paul Mooney,Ireland,Bowler,Right hand Bat,Right arm Medium
Paul Nixon,England,Top order Batter,Left hand Bat,
Paul Reiffel,Australia,Bowler,Right hand Bat,Right arm Fast medium
Paul Sheahan,Australia,Opening Batter,Right hand Bat,
Paul Stirling,Ireland,Batting Allrounder,Right hand Bat,Right arm Offbreak
Paul Strang,Zimbabwe,Bowler,Right hand Bat,Legbreak Googly
Paul Valthaty,India,Batter,Right hand Bat,Right arm Medium
Paul Wiseman,New Zealand,Bowler,Right hand Bat,Right arm Offbreak
Pawan Negi,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Pedro Collins,West Indies,Bowler,Right hand Bat,Left arm Fast medium
Peter Burge,Australia,Middle order Batter,Right hand Bat,Right arm Medium
Peter Chase,Ireland,Bowler,Right hand Bat,Right arm Medium fast
Peter Connell,Ireland,Bowler,Right hand Bat,Right arm Medium fast
Peter Forrest,Australia,Middle order Batter,Right hand Bat,Right arm Medium
Peter Fulton,New Zealand,Top order Batter,Right hand Bat,Right arm Medium
Peter George,Australia,Bowler,Right hand Bat,Right arm Fast medium
Peter Handscomb,Australia,Batter,Right hand Bat,
Peter Ingram,New Zealand,Top order Batter,Right hand Bat,Right arm Offbreak
Peter Kirsten,South Africa,Top order Batter,Right hand Bat,Right arm Offbreak
Peter Lever,England,Bowler,Right hand Bat,Right arm Fast medium
Peter Martin,England,Bowler,Right hand Bat,Right arm Fast medium
Peter May,England,Top order Batter,Right hand Bat,
Peter McGlashan,New Zealand,Wicketkeeper Batter,Right hand Bat,
Peter Moor,Ireland,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Peter Nevill,Australia,Wicketkeeper,Right hand Bat,
Peter Parfitt,England,Top order Batter,Left hand Bat,Right arm Offbreak
Peter Philpott,Australia,Allrounder,Right hand Bat,Legbreak Googly
Peter Pollock,South Africa,Allrounder,Right hand Bat,Right arm Fast
Peter Richardson,England,Opening Batter,Left hand Bat,Right arm Bowler
Peter Siddle,Australia,Bowler,Right hand Bat,Right arm Fast medium
Peter Taylor,Australia,Bowling Allrounder,Left hand Bat,Right arm Offbreak
Peter Trego,England,Batting Allrounder,Right hand Bat,Right arm Medium
Peter Willey,England,Middle order Batter,Right hand Bat,Right arm Offbreak
Phil DeFreitas,England,Bowler,Right hand Bat,Right arm Fast medium
Phil Eaglestone,Ireland,Bowler,Left hand Bat,Left arm Medium
Phil Edmonds,England,Bowler,Right hand Bat,Slow Left arm Orthodox
Phil Emery,Australia,Wicketkeeper Batter,Left hand Bat,
Phil Jaques,Australia,Opening Batter,Left hand Bat,Left arm Medium
Phil Mustard,England,Wicketkeeper Batter,Left hand Bat,Legbreak
Phil Salt,England,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Phil Simmons,West Indies,Batting Allrounder,Right hand Bat,Right arm Medium
Phil Tufnell,England,Bowler,Right hand Bat,Slow Left arm Orthodox
Phillip Hughes,Australia,Opening Batter,Left hand Bat,
Phillip Uren,South Africa,Opening Batter,Right hand Bat,Right arm Medium
Philo Wallace,West Indies,Top order Batter,Right hand Bat,Right arm Medium
Phoebe Litchfield,Australia,Batter,Left hand Bat,Legbreak
Pieter Malan,South Africa,Opening Batter,Right hand Bat,Right arm Medium fast
Pinak Ghosh,Bangladesh,Opening Batter,Left hand Bat,
Pinal Shah,India,Wicketkeeper Batter,Right hand Bat,
Pite van Biljon,South Africa,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Piyush Chawla,India,Bowling Allrounder,Left hand Bat,Legbreak
Pom Pom Fellows-Smith,South Africa,Allrounder,Right hand Bat,Right arm Medium
Pommie Mbangwa,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Pooja Vastrakar,India,Bowler,Right hand Bat,Right arm Medium
Poonam Yadav,India,Bowler,Right hand Bat,Legbreak Googly
Prabath Jayasuriya,Sri Lanka,Bowler,Right hand Bat,Slow Left arm Orthodox
Prabath Nissanka,Sri Lanka,Bowler,Right hand Bat,Right arm Medium fast
Prabhsimran Singh,India,Wicketkeeper Batter,Right hand Bat,
Prabuddha Perera,Sri Lanka,Batter,Right hand Bat,Right arm Offbreak
Pradeep Jeyapragash,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Pradeep Sangwan,India,Bowler,Right hand Bat,Left arm Medium
Pragyan Ojha,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Pramod Madushan,Sri Lanka,Bowler,Right hand Bat,Right arm Medium fast
Pramodya Wickramasinghe,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Prantik Nawrose Nabil,Bangladesh,Opening Batter,Left hand Bat,
Prasanna Jayawardene,Sri Lanka,Wicketkeeper Batter,Right hand Bat,
Prashant Chopra,India,Opening Batter,Right hand Bat,Legbreak Googly
Prashant Naik,India,Middle order Batter,Right hand Bat,Legbreak Googly
Prasidh Krishna,India,Bowler,Right hand Bat,Right arm Fast medium
Praveen Jayawickrama,Sri Lanka,Bowler,Right hand Bat,Slow Left arm Orthodox
Praveen Kumar,India,Bowler,Right hand Bat,Right arm Medium
Pravin Amre,India,Middle order Batter,Right hand Bat,Legbreak
Preeti Bose,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Prem Sisodiya,England,Bowler,Right hand Bat,Slow Left arm Orthodox
Prenelan Subrayen,South Africa,Allrounder,Right hand Bat,Right arm Offbreak
Preston McSween,West Indies,Bowler,Right hand Bat,Left arm Fast medium
Prince Masvaure,Zimbabwe,Opening Batter,Left hand Bat,Left arm Fast medium
Prithvi Shaw,India,Opening Batter,Right hand Bat,Right arm Offbreak
Priya Punia,India,Top order Batter,Right hand Bat,Right arm Medium
Priyam Garg,India,Top order Batter,Right hand Bat,Right arm Medium
Priyamal Perera,Sri Lanka,Middle order Batter,Right hand Bat,Right arm Offbreak
Priyanka Roy,India,Top order Batter,Right hand Bat,Legbreak
Prosper Utseya,Zimbabwe,Bowler,Right hand Bat,Right arm Offbreak
Pubudu Seneviratne,Sri Lanka,Batter,Right hand Bat,Right arm Offbreak
Pulina Tharanga,Sri Lanka,Allrounder,Right hand Bat,Legbreak
Punam Raut,India,Opening Batter,Right hand Bat,Right arm Offbreak
Qais Ahmad,Afghanistan,Bowler,Right hand Bat,Legbreak
Qamran Iqbal,India,Opening Batter,Right hand Bat,Legbreak
Qasim Akram,Pakistan,Allrounder,Right hand Bat,Right arm Offbreak
Qasim Umar,Pakistan,Opening Batter,Right hand Bat,Right arm Medium
Qazi Onik,Bangladesh,Bowler,Left hand Bat,Left arm Medium fast
Quinton de Kock,South Africa,Wicketkeeper Batter,Left hand Bat,
Rabeya Khan,Bangladesh,Allrounder,Right hand Bat,Legbreak
Rachael Haynes,Australia,Batter,Left hand Bat,Left arm Medium
Rachel Delaney,Ireland,Allrounder,Right hand Bat,Right arm Offbreak
Rachel Priest,New Zealand,Wicketkeeper Batter,Right hand Bat,
Rachin Ravindra,New Zealand,Batting Allrounder,Left hand Bat,Slow Left arm Orthodox
Radha Yadav,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Radhakrishnan,India,Middle order Batter,Right hand Bat,Legbreak Googly
Raees Ahmadzai,Afghanistan,Middle order Batter,Right hand Bat,Right arm Offbreak
Rafatullah Mohmand,Pakistan,Opening Batter,Right hand Bat,Slow Left arm Orthodox
Raghuram Bhat,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Rahat Ali,Pakistan,Bowler,Right hand Bat,Left arm Fast medium
Rahkeem Cornwall,West Indies,Allrounder,Right hand Bat,Right arm Offbreak
Rahmanullah,Afghanistan,Batter,Right hand Bat,
Rahmanullah Gurbaz,Afghanistan,Wicketkeeper Batter,Right hand Bat,
Rahmat Shah,Afghanistan,Allrounder,Right hand Bat,Legbreak Googly
Rahul Chahar,India,Bowler,Right hand Bat,Legbreak Googly
Rahul Dravid,India,Top order Batter,Right hand Bat,Right arm Offbreak
Rahul Sanghvi,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Rahul Sharma,India,Bowler,Right hand Bat,Legbreak Googly
Rahul Tripathi,India,Top order Batter,Right hand Bat,Right arm Medium
Raiphi Gomez,India,Allrounder,Right hand Bat,Right arm Medium
Raisibe Ntozakhe,South Africa,Bowler,Right hand Bat,Right arm Offbreak
Raj Bawa,India,Allrounder,Left hand Bat,Right arm Medium fast
Rajat Bhatia,India,Allrounder,Right hand Bat,Right arm Medium fast
Rajeewa Weerasinghe,Sri Lanka,Bowler,Right hand Bat,Right arm Offbreak
Rajendra Chandrika,West Indies,Opening Batter,Right hand Bat,Right arm Offbreak
Rajesh Chauhan,India,Bowler,Right hand Bat,Right arm Offbreak
Rajesh Pawar,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Rajeshwari Gayakwad,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Rajin Saleh,Bangladesh,Top order Batter,Right hand Bat,Right arm Offbreak
Rajvardhan Hangargekar,India,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Rakibul Hasan,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Rakshan Readdi,India,Bowler,Right hand Bat,
Ralph Crosse,Pakistan,Middle order Batter,Right hand Bat,Right arm Medium fast
Ramaal Lewis,West Indies,Bowler,Right hand Bat,Right arm Offbreak
Ramakant Desai,India,Bowler,Right hand Bat,Right arm Fast medium
Raman Lamba,India,Opening Batter,Right hand Bat,Right arm Medium
Rameez Raja,Pakistan,Top order Batter,Right hand Bat,Right arm Offbreak
Ramesh Mendis,Sri Lanka,Allrounder,Right hand Bat,Right arm Offbreak
